inter_arrival_time,request_rate_1min,path_frequency_rank,unique_paths_per_ip,body_bytes,body_bytes_rolling_mean,direction_encoded,process_encoded,method_GET,method_POST,method_PUT,method_DELETE,method_HEAD,method_PATCH,method_OPTIONS
0.0,2.0,2,4,0,0.0,1,3,0,0,0,0,1,0,0
0.0,2.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,2.0,2,4,480,240.0,1,3,0,0,1,0,0,0,0
0.0,2.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
1.0,3.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
1.0,5.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,5.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
1.0,7.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,7.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
1.0,1.0,1,1,0,0.0,1,2,1,0,0,0,0,0,0
1.0,4.0,2,4,0,160.0,1,3,0,0,0,0,1,0,0
0.0,9.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,4.0,3,4,32136,8154.0,1,3,0,1,0,0,0,0,0
0.0,9.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
1.0,11.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,11.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
2.0,13.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,13.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
1.0,15.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,6.0,3,4,31957,12914.6,1,3,0,1,0,0,0,0,0
0.0,6.0,2,4,0,10762.166666666666,1,3,0,0,0,0,1,0,0
0.0,15.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
1.0,17.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,17.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
2.0,19.0,5,21,0,0.0,0,5,1,0,0,0,0,0,0
0.0,19.0,4,21,0,0.0,0,5,1,0,0,0,0,0,0
2.0,21.0,6,21,41,4.1,0,5,0,0,1,0,0,0,0
0.0,21.0,7,21,86,12.7,0,5,0,1,0,0,0,0,0
1.0,22.0,7,21,92,21.9,0,5,0,1,0,0,0,0,0
1.0,8.0,2,4,0,9224.714285714286,1,3,0,0,0,0,1,0,0
0.0,23.0,6,21,44,26.3,0,5,0,0,1,0,0,0,0
0.0,8.0,3,4,33371,12243.0,1,3,0,1,0,0,0,0,0
1.0,25.0,7,21,78,34.1,0,5,0,1,0,0,0,0,0
0.0,25.0,6,21,37,37.8,0,5,0,0,1,0,0,0,0
1.0,27.0,6,21,35,41.3,0,5,0,0,1,0,0,0,0
0.0,27.0,7,21,74,48.7,0,5,0,1,0,0,0,0,0
1.0,2.0,1,1,0,0.0,1,2,1,0,0,0,0,0,0
0.0,29.0,6,21,61,54.8,0,5,0,0,1,0,0,0,0
0.0,29.0,7,21,126,67.4,0,5,0,1,0,0,0,0,0
1.0,31.0,6,21,38,67.1,0,5,0,0,1,0,0,0,0
0.0,31.0,7,21,80,66.5,0,5,0,1,0,0,0,0,0
0.0,10.0,2,4,0,10882.666666666666,1,3,0,0,0,0,1,0,0
0.0,10.0,3,4,33611,13155.5,1,3,0,1,0,0,0,0,0
2.0,33.0,6,21,50,62.3,0,5,0,0,1,0,0,0,0
