inter_arrival_time,request_rate_1min,path_frequency_rank,unique_paths_per_ip,body_bytes,body_bytes_rolling_mean,direction_encoded,process_encoded,method_GET,method_POST,method_PUT,method_DELETE,method_HEAD,method_PATCH,method_OPTIONS
0.0,2.0,3,10,0,0.0,1,2,0,0,0,0,1,0,0
0.0,1.0,14,226,0,0.0,1,0,1,0,0,0,0,0,0
0.0,2.0,3,10,480,240.0,1,2,0,0,1,0,0,0,0
7.0,1.0,16,225,111,111.0,1,1,0,1,0,0,0,0,0
0.0,2.0,16,226,111,55.5,1,2,0,1,0,0,0,0,0
2.0,3.0,1,225,61,86.0,1,1,0,1,0,0,0,0,0
0.0,3.0,1,225,61,77.66666666666667,0,1,0,1,0,0,0,0,0
0.0,4.0,1,226,61,57.333333333333336,0,2,0,1,0,0,0,0,0
0.0,4.0,1,226,61,58.25,1,2,0,1,0,0,0,0,0
1.0,4.0,2,10,34496,11658.666666666666,1,2,0,1,0,0,0,0,0
0.0,4.0,3,10,0,8744.0,1,2,0,0,0,0,1,0,0
1.0,5.0,4,225,0,58.25,1,1,1,0,0,0,0,0,0
0.0,5.0,4,225,0,46.6,0,1,1,0,0,0,0,0,0
0.0,6.0,4,226,0,46.6,1,2,1,0,0,0,0,0,0
0.0,6.0,4,226,0,38.833333333333336,0,2,1,0,0,0,0,0,0
1.0,9.0,1,226,49,40.285714285714285,1,2,0,1,0,0,0,0,0
0.0,9.0,1,226,51,41.625,1,2,0,1,0,0,0,0,0
0.0,6.0,1,225,51,47.333333333333336,1,1,0,1,0,0,0,0,0
0.0,9.0,1,226,49,42.44444444444444,0,2,0,1,0,0,0,0,0
1.0,8.0,2,10,38888,14772.8,1,2,0,1,0,0,0,0,0
0.0,14.0,1,225,48,47.42857142857143,1,1,0,1,0,0,0,0,0
0.0,14.0,1,225,50,47.75,0,1,0,1,0,0,0,0,0
0.0,15.0,1,226,50,43.2,0,2,0,1,0,0,0,0,0
0.0,8.0,3,10,0,12310.666666666666,1,2,0,0,0,0,1,0,0
